gene_id	baseMean_rna	baseMean_ribo	baseMean_5ut	log2FoldChange_rna	padj_rna	log2FoldChange_ribo	padj_ribo	log2FoldChange_riborna	padj_riborna	log2FoldChange_5ut	pval_5ut	symb	biotype	log2FC_5utrcds
ENSG00000165799.4	0.683862239414355	0.232555464409556	0	2.72638186870687	NA	1.42444933637285	NA	NA	NA	NA	NA	RNASE7	protein_coding	NA
ENSG00000178795.9	0.683862239414355	0	0	2.72638186870687	NA	NA	NA	NA	NA	NA	NA	GDPD4	protein_coding	NA
ENSG00000185155.11	0.683862239414355	0	0	2.72638186870687	NA	NA	NA	NA	NA	NA	NA	MIXL1	protein_coding	NA
ENSG00000186143.10	0.683862239414355	0	0	2.72638186870687	NA	NA	NA	NA	NA	NA	NA	PRR30	protein_coding	NA
ENSG00000106633.15	0.672841455090899	0.249410773723866	0	2.70484068844308	NA	-1.43279845404289	NA	NA	NA	NA	NA	GCK	protein_coding	NA
ENSG00000111291.8	0.672841455090899	0.232555464409556	NA	2.70484068844308	NA	1.42444933637285	NA	NA	NA	NA	NA	GPRC5D	protein_coding	NA
ENSG00000136573.12	0.672841455090899	0	0	2.70484068844308	NA	NA	NA	NA	NA	NA	NA	BLK	protein_coding	NA
ENSG00000154274.14	0.672841455090899	0.249410773723866	0	2.70484068844308	NA	-1.43279845404289	NA	NA	NA	NA	NA	C4orf19	protein_coding	NA
ENSG00000156222.11	0.672841455090899	0	0	2.70484068844308	NA	NA	NA	NA	NA	NA	NA	SLC28A1	protein_coding	NA
ENSG00000164334.15	0.672841455090899	0	0	2.70484068844308	NA	NA	NA	NA	NA	NA	NA	FAM170A	protein_coding	NA
ENSG00000188624.2	0.672841455090899	0	0	2.70484068844308	NA	NA	NA	NA	NA	NA	NA	IGFL3	protein_coding	NA
ENSG00000196344.11	0.672841455090899	0	0	2.70484068844308	NA	NA	NA	NA	NA	NA	NA	ADH7	protein_coding	NA
ENSG00000197753.8	0.672841455090899	0	0	2.70484068844308	NA	NA	NA	NA	NA	NA	NA	LHFPL5	protein_coding	NA
ENSG00000227471.8	0.672841455090899	0	0	2.70484068844308	NA	NA	NA	NA	NA	NA	NA	AKR1B15	protein_coding	NA
ENSG00000232423.6	0.672841455090899	0	0	2.70484068844308	NA	NA	NA	NA	NA	NA	NA	PRAMEF6	protein_coding	NA
ENSG00000268500.5	0.672841455090899	0	0	2.70484068844308	NA	NA	NA	NA	NA	NA	NA	AC018755.18	protein_coding	NA
ENSG00000269405.6	0.672841455090899	0	0	2.70484068844308	NA	NA	NA	NA	NA	NA	NA	NXF2	protein_coding	NA
ENSG00000007314.11	0.661820670767443	0.247845366578813	0	2.68371414371394	NA	-1.42823635201586	NA	NA	NA	NA	NA	SCN4A	protein_coding	NA
ENSG00000100453.12	0.661820670767443	0.270666463953657	0	2.68371414371394	NA	1.53508196100872	NA	NA	NA	NA	NA	GZMB	protein_coding	NA
ENSG00000101200.5	0.661820670767443	0.249410773723866	0	2.68371414371394	NA	-1.43279845404289	NA	NA	NA	NA	NA	AVP	protein_coding	NA
ENSG00000109182.11	0.661820670767443	0	0	2.68371414371394	NA	NA	NA	NA	NA	NA	NA	CWH43	protein_coding	NA
ENSG00000112559.13	0.661820670767443	0	0	2.68371414371394	NA	NA	NA	NA	NA	NA	NA	MDFI	protein_coding	NA
ENSG00000124003.12	0.661820670767443	0	NA	2.68371414371394	NA	NA	NA	NA	NA	NA	NA	MOGAT1	protein_coding	NA
ENSG00000154646.8	0.661820670767443	0	0	2.68371414371394	NA	NA	NA	NA	NA	NA	NA	TMPRSS15	protein_coding	NA
ENSG00000159251.6	0.661820670767443	99.2140206434018	0	2.68371414371394	NA	-0.0969644446458037	0.920870422990815	NA	NA	NA	NA	ACTC1	protein_coding	NA
ENSG00000159261.10	0.661820670767443	0	0	2.68371414371394	NA	NA	NA	NA	NA	NA	NA	CLDN14	protein_coding	NA
ENSG00000162594.15	0.661820670767443	0.249410773723866	0	2.68371414371394	NA	-1.43279845404289	NA	NA	NA	NA	NA	IL23R	protein_coding	NA
ENSG00000162692.10	0.661820670767443	0	0	2.68371414371394	NA	NA	NA	NA	NA	NA	NA	VCAM1	protein_coding	NA
ENSG00000168658.18	0.661820670767443	0	0.276505982723242	2.68371414371394	NA	NA	NA	NA	NA	NA	NA	VWA3B	protein_coding	NA
ENSG00000170498.8	0.661820670767443	0	0	2.68371414371394	NA	NA	NA	NA	NA	NA	NA	KISS1	protein_coding	NA
ENSG00000174502.18	0.661820670767443	0	0	2.68371414371394	NA	NA	NA	NA	NA	NA	NA	SLC26A9	protein_coding	NA
ENSG00000184210.5	0.661820670767443	0.247845366578813	0	2.68371414371394	NA	-1.42823635201586	NA	NA	NA	NA	NA	DGAT2L6	protein_coding	NA
ENSG00000196169.14	0.661820670767443	0.232555464409556	0	2.68371414371394	NA	1.42444933637285	NA	NA	NA	NA	NA	KIF19	protein_coding	NA
ENSG00000196664.4	0.661820670767443	0	0	2.68371414371394	NA	NA	NA	NA	NA	NA	NA	TLR7	protein_coding	NA
ENSG00000227877.6	0.661820670767443	0	0.276505982723242	2.68371414371394	NA	NA	NA	NA	NA	NA	NA	MRLN	protein_coding	NA
ENSG00000254415.3	0.661820670767443	0.247845366578813	0	2.68371414371394	NA	-1.42823635201586	NA	NA	NA	NA	NA	SIGLEC14	protein_coding	NA
ENSG00000279486.4	0.661820670767443	0	0	2.68371414371394	NA	NA	NA	NA	NA	NA	NA	OR2AG1	protein_coding	NA
ENSG00000177994.15	3.31602198873126	0.270666463953657	0	2.6628142861051	NA	1.53508196100872	NA	NA	NA	NA	NA	C2orf73	protein_coding	NA
ENSG00000001626.14	0.650799886443988	0	0	2.6615436908026	NA	NA	NA	NA	NA	NA	NA	CFTR	protein_coding	NA
ENSG00000060718.19	0.650799886443988	0	0	2.6615436908026	NA	NA	NA	NA	NA	NA	NA	COL11A1	protein_coding	NA
ENSG00000108702.3	0.650799886443988	0	0	2.6615436908026	NA	NA	NA	NA	NA	NA	NA	CCL1	protein_coding	NA
ENSG00000166535.19	0.650799886443988	0.232555464409556	0	2.6615436908026	NA	1.42444933637285	NA	NA	NA	NA	NA	A2ML1	protein_coding	NA
ENSG00000187175.5	0.650799886443988	0	0	2.6615436908026	NA	NA	NA	NA	NA	NA	NA	KRTAP12-1	protein_coding	NA
ENSG00000187902.11	0.650799886443988	1.20864702855555	NA	2.6615436908026	NA	-0.647641823297501	NA	NA	NA	NA	NA	SHISA7	protein_coding	NA
ENSG00000188107.14	0.650799886443988	0.232555464409556	0	2.6615436908026	NA	1.42444933637285	NA	NA	NA	NA	NA	EYS	protein_coding	NA
ENSG00000204007.6	0.650799886443988	0	0	2.6615436908026	NA	NA	NA	NA	NA	NA	NA	GLT6D1	protein_coding	NA
ENSG00000223350.2	0.650799886443988	0	NA	2.6615436908026	NA	NA	NA	NA	NA	NA	NA	IGLV9-49	IG_V_gene	NA
ENSG00000248385.7	0.650799886443988	0	0	2.6615436908026	NA	NA	NA	NA	NA	NA	NA	TARM1	protein_coding	NA
ENSG00000130477.15	60.3851749022822	5.16908997762684	0.226659247509495	2.62242732210116	1.03344669881862e-05	1.30911784094975	NA	-1.31376708455995	NA	7.50385562789057	0.925563501387667	UNC13A	protein_coding	NA
ENSG00000205126.2	1.77749842642975	0.270666463953657	0	2.60106021960061	NA	1.53508196100872	NA	NA	NA	NA	NA	ACCSL	protein_coding	NA
ENSG00000167772.11	3.11010947757339	0.270666463953657	0	2.57481115753364	NA	1.53508196100872	NA	NA	NA	NA	NA	ANGPTL4	protein_coding	NA
ENSG00000006047.12	2.18678830203198	41.2716066125306	0	2.52155596067837	NA	0.559093728008301	0.596166084829876	-2.14762941886558	NA	NA	NA	YBX2	protein_coding	NA
ENSG00000149633.11	2.17576751770853	0.232555464409556	0	2.51218133584929	NA	1.42444933637285	NA	NA	NA	NA	NA	KIAA1755	protein_coding	NA
ENSG00000145920.14	15.03303369694	4.23707520108547	1.05617719567922	2.50368988483016	NA	4.00370320355692	NA	1.50283939291886	NA	-0.588064614919214	0.767522397255596	CPLX2	protein_coding	NA
ENSG00000101203.16	6.36849239797386	0.465110928819113	0	2.40012519803784	NA	2.35960798092669	NA	NA	NA	NA	NA	COL20A1	protein_coding	NA
ENSG00000211699.2	4.15966252729496	1.23019855930502	NA	2.38403580488347	NA	-2.01492196596684	NA	-4.39471661497898	NA	NA	NA	TRGV3	TR_V_gene	NA
ENSG00000170396.7	1.53852356230151	0.481966238133423	0	2.368378036398	NA	-0.0188453515130443	NA	NA	NA	NA	NA	ZNF804A	protein_coding	NA
ENSG00000184408.9	1.53852356230151	0.48040083098837	0	2.368378036398	NA	-0.0148843371397796	NA	NA	NA	NA	NA	KCND2	protein_coding	NA
ENSG00000153347.9	1.52750277797806	0.697666393228669	0	2.35796710476855	NA	2.94426119567168	NA	NA	NA	NA	NA	FAM81B	protein_coding	NA
ENSG00000205835.8	1.52750277797806	0.520077237677523	0	2.35796710476855	NA	0.075602798953471	NA	NA	NA	NA	NA	GMNC	protein_coding	NA
ENSG00000130234.10	4.82996883567235	1.25585463045029	0.25222744369204	2.35375504457089	NA	2.0140361008034	NA	-0.343627381967818	NA	-10.9408799369023	0.317788732963992	ACE2	protein_coding	NA
ENSG00000182111.8	1.5164819936546	10.0475879076382	0	2.34810990180042	NA	0.0220724901896207	NA	-2.28461595291155	NA	NA	NA	ZNF716	protein_coding	NA
ENSG00000214732.2	1.5164819936546	0.232555464409556	0	2.34810990180042	NA	1.42444933637285	NA	NA	NA	NA	NA	RP1-139D8.6	protein_coding	NA
ENSG00000149596.6	1.50546120933114	0	0	2.33889056639454	NA	NA	NA	NA	NA	NA	NA	JPH2	protein_coding	NA
ENSG00000162598.13	1.50546120933114	0.49725614030268	0	2.33889056639454	NA	-2.42957951505775	NA	NA	NA	NA	NA	C1orf87	protein_coding	NA
ENSG00000158874.11	1.99189657519757	0.503221928363213	0	2.32587265875644	NA	2.45865080347384	NA	NA	NA	NA	NA	APOA2	protein_coding	NA
ENSG00000077080.9	16.8830913922057	3.63481017625921	0	2.32106394095583	NA	2.66667293064314	NA	0.349618731499209	NA	NA	NA	ACTL6B	protein_coding	NA
ENSG00000165887.11	8.72861493019216	1.97477671390875	0.226659247509495	2.31734880574653	NA	4.435086436942	NA	2.11810577731189	NA	-2.06587162911706	0.675260153367299	ANKRD2	protein_coding	NA
ENSG00000144671.10	1.93679265358029	0	0	2.27909494384016	NA	NA	NA	NA	NA	NA	NA	SLC22A14	protein_coding	NA
ENSG00000213927.3	2.58807661202309	0	0	2.27447124028106	NA	NA	NA	NA	NA	NA	NA	CCL27	protein_coding	NA
ENSG00000077713.18	2.56603504337617	0.541332927907314	0	2.27379679071127	NA	2.55165211040647	NA	NA	NA	NA	NA	SLC25A43	protein_coding	NA
ENSG00000101180.15	18.1365058783705	1.21774363090619	2.25538530373182	2.19317288998072	NA	1.96897190704795	NA	-0.216394096465193	NA	0.419702623532915	0.638381999618191	HRH3	protein_coding	NA
ENSG00000063015.19	6.07489768422715	0.270666463953657	0	2.17872861930363	NA	1.53508196100872	NA	NA	NA	NA	NA	SEZ6	protein_coding	NA
ENSG00000135744.7	4.32997753876896	0	0	2.16577036669985	NA	NA	NA	NA	NA	NA	NA	AGT	protein_coding	NA
ENSG00000166159.10	2.41522645383558	0	0	2.1619041896669	NA	NA	NA	NA	NA	NA	NA	LRTM2	protein_coding	NA
ENSG00000162399.6	2.40420566951212	0	0	2.15171616365011	NA	NA	NA	NA	NA	NA	NA	BSND	protein_coding	NA
ENSG00000002726.20	0.45590815960957	0	0	2.14133260856285	NA	NA	NA	NA	NA	NA	NA	AOC1	protein_coding	NA
ENSG00000071677.1	0.45590815960957	0	NA	2.14133260856285	NA	NA	NA	NA	NA	NA	NA	PRLH	protein_coding	NA
ENSG00000105501.12	0.45590815960957	0	0	2.14133260856285	NA	NA	NA	NA	NA	NA	NA	SIGLEC5	protein_coding	NA
ENSG00000105929.15	0.45590815960957	0.752632702087079	0	2.14133260856285	NA	1.01322887343216	NA	NA	NA	NA	NA	ATP6V0A4	protein_coding	NA
ENSG00000108417.3	0.45590815960957	0	NA	2.14133260856285	NA	NA	NA	NA	NA	NA	NA	KRT37	protein_coding	NA
ENSG00000123584.7	0.45590815960957	0	0	2.14133260856285	NA	NA	NA	NA	NA	NA	NA	MAGEA9	protein_coding	NA
ENSG00000131126.18	0.45590815960957	0.249410773723866	0.77145780921616	2.14133260856285	NA	-1.43279845404289	NA	NA	NA	0.363677610714127	0.854271448187672	TEX101	protein_coding	NA
ENSG00000132681.16	0.45590815960957	6.41637135800425	0	2.14133260856285	NA	-0.692909241952429	NA	NA	NA	NA	NA	ATP1A4	protein_coding	NA
ENSG00000135175.5	0.45590815960957	0	0	2.14133260856285	NA	NA	NA	NA	NA	NA	NA	OCM2	protein_coding	NA
ENSG00000136929.12	0.45590815960957	0.49725614030268	0	2.14133260856285	NA	-2.42957951505775	NA	NA	NA	NA	NA	HEMGN	protein_coding	NA
ENSG00000138315.12	0.45590815960957	0	0	2.14133260856285	NA	NA	NA	NA	NA	NA	NA	OIT3	protein_coding	NA
ENSG00000139610.1	0.45590815960957	0	0	2.14133260856285	NA	NA	NA	NA	NA	NA	NA	CELA1	protein_coding	NA
ENSG00000139874.5	0.45590815960957	0.270666463953657	0.242724382800878	2.14133260856285	NA	1.53508196100872	NA	NA	NA	-9.87605391508045	0.595992143354936	SSTR1	protein_coding	NA
ENSG00000140505.6	0.45590815960957	0	0	2.14133260856285	NA	NA	NA	NA	NA	NA	NA	CYP1A2	protein_coding	NA
ENSG00000141096.4	0.45590815960957	0	0	2.14133260856285	NA	NA	NA	NA	NA	NA	NA	DPEP3	protein_coding	NA
ENSG00000143119.12	0.45590815960957	0	0	2.14133260856285	NA	NA	NA	NA	NA	NA	NA	CD53	protein_coding	NA
ENSG00000147246.9	0.45590815960957	0.232555464409556	0	2.14133260856285	NA	1.42444933637285	NA	NA	NA	NA	NA	HTR2C	protein_coding	NA
ENSG00000154007.6	0.45590815960957	0	0	2.14133260856285	NA	NA	NA	NA	NA	NA	NA	ASB17	protein_coding	NA
ENSG00000156234.7	0.45590815960957	0	0	2.14133260856285	NA	NA	NA	NA	NA	NA	NA	CXCL13	protein_coding	NA
ENSG00000159961.1	0.45590815960957	0	NA	2.14133260856285	NA	NA	NA	NA	NA	NA	NA	OR3A3	protein_coding	NA
ENSG00000162670.10	0.45590815960957	0	0	2.14133260856285	NA	NA	NA	NA	NA	NA	NA	BRINP3	protein_coding	NA
ENSG00000162761.14	0.45590815960957	0.270666463953657	0	2.14133260856285	NA	1.53508196100872	NA	NA	NA	NA	NA	LMX1A	protein_coding	NA
ENSG00000163239.12	0.45590815960957	0.249410773723866	0	2.14133260856285	NA	-1.43279845404289	NA	NA	NA	NA	NA	TDRD10	protein_coding	NA
ENSG00000164128.6	0.45590815960957	0	0	2.14133260856285	NA	NA	NA	NA	NA	NA	NA	NPY1R	protein_coding	NA
ENSG00000165841.9	0.45590815960957	0	0	2.14133260856285	NA	NA	NA	NA	NA	NA	NA	CYP2C19	protein_coding	NA
ENSG00000166589.12	0.45590815960957	0	0	2.14133260856285	NA	NA	NA	NA	NA	NA	NA	CDH16	protein_coding	NA
ENSG00000167759.12	0.45590815960957	0	0	2.14133260856285	NA	NA	NA	NA	NA	NA	NA	KLK13	protein_coding	NA
ENSG00000168748.13	0.45590815960957	0	0	2.14133260856285	NA	NA	NA	NA	NA	NA	NA	CA7	protein_coding	NA
ENSG00000169291.9	0.45590815960957	0	0	2.14133260856285	NA	NA	NA	NA	NA	NA	NA	SHE	protein_coding	NA
ENSG00000170369.3	0.45590815960957	0	0	2.14133260856285	NA	NA	NA	NA	NA	NA	NA	CST2	protein_coding	NA
ENSG00000170955.9	0.45590815960957	0	0	2.14133260856285	NA	NA	NA	NA	NA	NA	NA	PRKCDBP	protein_coding	NA
ENSG00000172236.16	0.45590815960957	0	0	2.14133260856285	NA	NA	NA	NA	NA	NA	NA	TPSAB1	protein_coding	NA
ENSG00000174482.10	0.45590815960957	0	0	2.14133260856285	NA	NA	NA	NA	NA	NA	NA	LINGO2	protein_coding	NA
ENSG00000176635.17	0.45590815960957	0	0	2.14133260856285	NA	NA	NA	NA	NA	NA	NA	HORMAD2	protein_coding	NA
ENSG00000178171.10	0.45590815960957	0.270666463953657	0	2.14133260856285	NA	1.53508196100872	NA	NA	NA	NA	NA	AMER3	protein_coding	NA
ENSG00000178828.6	0.45590815960957	0	0	2.14133260856285	NA	NA	NA	NA	NA	NA	NA	RNF186	protein_coding	NA
ENSG00000182035.11	0.45590815960957	0	0	2.14133260856285	NA	NA	NA	NA	NA	NA	NA	ADIG	protein_coding	NA
ENSG00000182798.10	0.45590815960957	0	0	2.14133260856285	NA	NA	NA	NA	NA	NA	NA	MAGEB17	protein_coding	NA
ENSG00000183742.12	0.45590815960957	0.465110928819113	0	2.14133260856285	NA	2.35960798092669	NA	NA	NA	NA	NA	MACC1	protein_coding	NA
ENSG00000185863.7	0.45590815960957	0	0	2.14133260856285	NA	NA	NA	NA	NA	NA	NA	TMEM210	protein_coding	NA
ENSG00000186526.12	0.45590815960957	0.270666463953657	0	2.14133260856285	NA	1.53508196100872	NA	NA	NA	NA	NA	CYP4F8	protein_coding	NA
ENSG00000196620.9	0.45590815960957	0	0	2.14133260856285	NA	NA	NA	NA	NA	NA	NA	UGT2B15	protein_coding	NA
ENSG00000197142.10	0.45590815960957	0	0	2.14133260856285	NA	NA	NA	NA	NA	NA	NA	ACSL5	protein_coding	NA
ENSG00000198848.12	0.45590815960957	0	0	2.14133260856285	NA	NA	NA	NA	NA	NA	NA	CES1	protein_coding	NA
